Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
BIN2P1	8.830426472	8.71015208	8.731291874	7.652070549	7.967721965	8.553448826	8.358378678	8.566000745	7.88855453	7.841451129	7.730470137
BIN3	8.231115555	8.11858814	8.012032256	7.353658516	7.843186173	8.315756408	8.060609475	8.271112817	7.670960688	7.803304543	7.854095415
BIN3-IT1	8.517630023	8.69405138	8.17390695	7.481056707	7.697474988	7.418628493	7.78710592	7.665087155	7.749447113	7.590033068	7.557379454
BIRC2	9.143046418	9.025463509	9.134983268	7.568161345	7.326833924	9.618168898	10.01506653	9.487528555	7.561784353	7.270613035	7.48677872
BIRC3	9.208163624	9.639563201	9.417675331	7.450501956	7.196626714	9.928792232	10.21670949	9.934554833	7.735332622	7.5055734	6.759608603
BIRC5	6.206786778	6.208195279	6.326725398	7.10390292	7.10307793	6.364923067	6.151374051	6.33295533	7.040630003	7.184936846	6.972065908
BIRC6	9.785926477	9.740430098	9.634139451	7.484436244	7.264189227	10.07509135	10.34679072	10.05870883	7.616710564	7.21938152	7.388189537
BIRC7	7.589651147	7.430954271	7.737314955	8.522122463	8.639170651	7.742275748	7.475092992	7.499224039	8.445047963	8.914307389	8.708825242
BIRC8	5.646228914	5.775969716	5.84246852	6.62459955	6.531523384	5.854726288	5.631468112	5.616466507	6.446262848	6.467243608	6.765932493
BIVM	6.94312209	6.411758369	6.621073921	7.046029062	6.934544133	6.811964309	7.3563733	7.171115127	7.120092262	6.875961648	6.958762313
BLCAP	9.297510136	9.248570414	9.23969399	9.169318742	8.822765195	8.795809149	8.779230167	8.791328968	9.285952373	8.969444084	9.100063063
BLID	5.376960586	5.536425963	5.689844262	6.88858497	6.572962408	5.595023199	5.480568883	5.514611494	6.507154005	6.903628825	6.664667716
BLK	8.091218503	8.222234618	7.876332761	7.904580435	7.895139	8.024258723	7.467271328	7.685295444	8.153754679	8.228212631	7.78604087
BLM	7.147306699	6.859609326	6.664539728	6.88381629	7.226364022	7.010466565	6.961565453	6.732472726	6.658268618	6.900081865	7.1427708
BLMH	8.319044333	7.955603415	7.968902904	7.583285897	7.197442788	8.283667167	8.452974244	8.315729242	7.36110159	7.287112094	7.66905512
BLNK	8.088650454	8.233188242	7.812183725	7.153146652	7.17028563	7.397914171	7.106212202	6.973106106	7.148252852	7.095481419	7.158781337
BLOC1S1	9.191138197	9.342172475	9.397302415	8.134246614	8.205451164	9.058673661	9.356933889	9.102883797	8.109799319	8.308070491	8.154985148
BLOC1S2	8.876673486	8.813813251	8.879678201	8.072475647	7.663031451	8.628062715	8.769080767	8.677659748	7.658268618	7.960760741	7.886574533
BLOC1S3	9.353801846	9.480982009	9.230003618	8.67067041	9.089392216	9.04080204	8.799171513	8.969271389	9.15704371	8.995569314	9.026935582
BLOC1S4	7.050915205	6.999425062	6.817738362	7.083479327	7.093401718	6.821429607	6.420170775	6.635883508	7.050969605	7.209667804	7.251378258
BLOC1S6	9.548409651	9.55106222	9.519826896	7.922388165	8.099111068	9.131468589	9.408754313	9.22549667	8.131023506	7.80336267	8.103056959
BLVRA	8.155030701	8.034595403	7.986558838	7.437860244	7.761644307	7.942467588	8.118338959	7.805937293	7.47000804	7.25152975	7.489462655
BLVRB	8.410341105	8.452162976	8.506942247	8.430996073	8.397169762	8.330446357	8.781562988	8.56190652	8.409310313	8.382377613	8.0519702
BLZF1	7.892281727	7.759095898	7.639557775	6.390805236	6.831522603	7.60843226	7.942526235	7.186193493	6.553354359	6.626052127	6.252184769
BMF	8.14822234	8.114726196	7.980248133	7.649866903	7.630602046	7.44291033	8.001723442	7.632820755	7.581471768	7.722554824	7.574676776
BMP1	6.356024628	6.315058606	6.450702414	7.170046439	7.278124931	6.356829451	6.251971213	6.386147216	7.374341681	7.431003528	7.344268691
BMP10	4.946978773	4.984871847	4.936030112	5.724961258	5.811925654	5.176434481	5.278943746	5.059264414	5.66627656	5.905490502	5.871350841
BMP15	5.519412952	5.664781475	5.607667643	6.704457019	6.450836787	5.658242907	5.589062339	5.495119505	5.94883209	6.304401521	6.522043191
BMP2	6.432617061	6.391860497	6.328759288	7.117736594	7.317620636	6.639336367	6.292023399	6.566909504	7.10370744	7.392549266	7.330576326
BMP2K	8.640136459	8.48816149	8.335024051	7.052872316	7.224291149	8.295126063	8.85560668	8.441852771	7.392772487	7.107510032	6.846493316
BMP3	6.576992177	6.614117923	6.569928501	7.446239685	7.90610291	6.498364172	6.246957165	6.578501009	7.511665694	7.610692681	7.869637023
BMP4	5.565965723	5.530345468	5.590760687	5.796966271	5.957554808	5.564948183	5.400210007	5.563853679	5.993620022	6.011101993	6.227286697
BMP5	4.903033448	5.005125975	5.043676965	5.822064723	5.815262879	4.98653836	5.050701937	5.040625078	5.451649624	5.754040338	5.915375094
BMP6	7.530226843	7.72455478	7.550816033	7.564004641	7.825232302	7.541723906	7.628365338	7.574207496	7.820593837	7.696703298	7.699100442
BMP7	5.035870202	4.996691536	5.085700829	5.410503928	5.39691298	5.092059405	4.882144133	5.053550162	5.53779614	5.761755988	5.563890277
BMP8A	7.514769276	7.522016504	7.580597764	8.137805761	8.023360711	7.509157422	7.334317985	7.252362671	8.555310019	8.027496899	8.467026726
BMP8B	7.953981054	7.820510872	8.068643943	8.877271862	8.675724208	7.945508215	7.779134937	7.922090784	8.985665502	8.864532845	8.821828182
BMPER	6.207227169	6.222601726	6.173187411	7.596629581	7.464031067	6.491291939	6.437054584	6.405068263	7.411544884	7.389127948	7.526671374
BMPR1A	7.319367197	7.354261151	7.273435344	8.377357096	8.09806949	7.281063542	7.352486852	7.025243338	7.780905291	7.562322126	8.005934109
BMPR1B	5.504706189	5.644730198	5.428795638	6.389876517	6.465176192	5.619659504	5.643319407	5.512719923	6.487140619	6.293692347	6.300779013
BMPR2	8.997298054	9.167071857	8.959265912	6.660224138	6.61507636	7.976312077	8.174466343	7.917204974	6.623187952	6.936555497	6.855366853
BMS1	8.721492287	8.732889864	8.71062049	8.321923586	8.409437611	8.304885174	8.528118061	8.415982549	8.36724437	8.419281846	8.218577766
BMS1P20	9.548299824	9.98149593	10.14970902	9.841045356	9.304531576	8.943053949	9.848345954	9.325381917	9.460052418	8.562490485	9.485684428
BMS1P5	8.394226871	8.209935808	8.744174553	8.145152651	7.694796637	8.156988112	8.396985739	8.416962156	7.628460122	7.550200381	8.362154243
BMX	4.88691102	4.891550423	5.050854274	5.906758343	5.859962096	5.047590735	5.043392629	5.159386994	5.673174783	5.679767202	5.267479617
BNC1	6.167867695	6.224721395	6.18188572	6.812010399	6.570531239	6.198735761	6.140146725	6.061020096	6.71354461	6.975102789	6.785288981
BNC2	7.444294353	7.429113779	6.930808288	7.161242758	6.810867212	7.525348537	6.450079595	7.053654418	6.860863504	6.916285546	7.010242756
BNIP1	7.087940125	7.14551443	7.131527752	6.425413985	6.065602468	6.673075822	6.676732846	6.560534606	6.561289473	6.341186993	6.407442832
BNIP2	10.05156243	9.841095691	9.797123252	6.269713926	6.32188842	9.516365847	10.19207084	9.765070569	6.39665444	5.940209044	6.24918363
BNIP3	8.427019456	8.403301812	8.687351186	7.675921759	7.693012951	8.114877126	8.122419065	8.089604078	7.925305192	7.728457962	7.918821506
BNIP3L	10.91429543	11.00695015	11.10494595	8.091578194	8.160894984	9.811585021	10.39072787	10.05528244	8.442802536	8.135740063	8.067789277
BNIP3P1	5.587070901	5.592666325	5.804407269	5.929147132	5.920469576	5.565365644	5.58012739	5.627799418	5.715072426	5.817022009	5.781983872
BNIPL	6.248525349	6.638952802	6.343402492	7.193042328	6.863591607	6.500994803	6.134064831	6.252040918	6.991442481	7.294685071	7.358862151
BOC	6.098750093	6.093222111	6.253592244	6.943757268	7.004467684	6.237745344	6.261278811	6.019092509	6.851911414	7.320611035	7.008137252
BOD1	8.168155614	8.221243927	8.178819195	7.459349645	7.622908394	7.846530925	8.243202551	7.562959777	7.470536865	7.439240806	7.631147947
BOD1L1	8.949552441	8.877557154	8.78748144	6.873530241	7.053665277	9.179911577	9.648781789	9.293602692	6.768885648	6.654263672	6.622540935
BOD1L2	7.520327952	7.496310543	7.492702433	8.097168314	8.132777317	7.74359575	7.607700188	7.504930189	8.234606698	8.080108661	8.248866858
BOK	7.750465819	7.788411656	7.804337567	8.244882303	8.591226858	8.093206262	7.617504198	7.989933724	8.597858887	8.686794639	8.812430838
BOLA1	7.152031271	7.163921335	6.951657727	7.364493642	7.677966235	7.210710302	7.007890663	7.174146716	7.270155139	7.681161091	7.368768349
BOLA2	11.59033001	11.69168712	11.48665857	9.888583181	9.605625987	11.65828632	11.61811458	11.55713626	9.783285841	9.832195	9.680647711
BOLA3	9.05806751	8.898546974	9.115025437	8.870025585	8.850133693	9.099968417	9.06041493	8.996352023	8.838239569	8.943159469	8.694131496
BOLL	4.942716234	4.986415486	5.026684993	6.216538289	5.848745611	4.995095527	5.017779413	5.162145571	5.679142258	5.425053053	6.016324709
BOP1	8.205362098	8.414269037	8.435263807	8.354864811	8.769319218	8.065703192	7.813781519	7.973364489	8.622513542	8.648365904	8.484280186
BORA	6.135746219	6.257668811	6.188456314	6.419248975	6.476355763	6.23493811	6.687816561	6.192967394	6.122072161	6.205937878	6.305253736
BPESC1	6.525736904	6.656410561	6.583267842	7.297870043	7.179242311	6.553497209	6.786178129	6.73684837	7.070249775	7.116177587	7.143281163
BPGM	8.079276765	7.947894043	7.806543178	7.709235486	7.581637468	7.453970202	7.423805045	7.307045942	7.509474164	7.495127501	7.820153428
BPHL	6.331128338	6.308082326	6.402989861	6.549966365	6.254660175	6.472063674	6.459864362	6.421965499	6.53545891	6.671378301	6.39323599
BPI	6.96779112	6.001770723	6.342199148	6.771278167	6.74401305	6.337632605	6.683050746	7.01884556	6.611086784	6.729416815	7.105154235
BPIFA1	6.264922949	6.303939619	6.365568318	7.347134114	7.526929538	6.354802988	6.330217763	6.212559612	7.24780412	7.459234874	7.495799076
BPIFA2	6.021619637	5.963996544	6.00271377	7.447372563	7.527688117	6.370467717	5.976189475	6.20413876	7.254745198	7.562288223	7.406034891
BPIFA3	5.914179403	5.884929986	6.029220958	7.401144048	7.463622457	5.958072414	6.088669533	6.183025922	6.960291601	6.980105295	7.246655103
BPIFA4P	4.968841864	5.071818434	4.944853762	5.975430715	5.929660827	5.113804664	4.983340236	5.122142584	5.985177063	5.842998939	5.925923485
BPIFB1	6.243307296	6.355791547	6.283718092	7.270360743	7.473283634	6.505516238	6.251431282	6.491745692	7.2614744	7.356346323	7.595018722
BPIFB2	6.810494518	6.72010058	6.781372829	7.452331857	7.65831861	6.974506369	6.775630032	6.872213144	7.451582043	7.77825458	7.667814086
BPIFB3	6.943417373	6.944307962	7.166866053	8.198332077	8.30817063	7.252949213	6.964202224	7.142178552	8.093760865	8.516551014	8.243178745
BPIFB4	6.137966587	6.092108046	6.070445145	6.937744562	6.954173041	6.249284148	5.89240317	6.059908989	6.929577986	6.696049472	6.916536357
BPIFB6	6.362406765	6.248153391	6.456707601	7.13333747	7.006690739	6.384545475	6.443699469	6.351283796	7.429063551	7.177549101	7.39929929
BPIFB9P	5.367371333	5.302603839	5.470396699	6.173328132	6.526630565	5.554740258	5.467377521	5.450694583	6.171036137	6.422759664	6.270875035
BPIFC	5.046683127	5.02273177	5.027521227	5.776490936	5.741866032	4.986206122	4.983700493	5.132609743	5.635217488	5.973326565	5.958513276
BPNT1	6.631370615	6.387879469	6.472830533	6.258200426	6.163049833	6.47361809	6.780165717	6.33660653	6.181633324	6.154469795	6.204344208
BPTF	9.36904328	9.363744921	9.261535516	7.279127667	6.85727191	9.366656618	9.423361767	9.317934874	7.466529241	7.074762304	6.895278382
BPY2B	5.63953607	5.513809695	5.690523254	5.603196068	5.613015892	5.147066501	5.173035463	5.265069274	5.672572433	5.840035146	7.466121338
BRAF	9.699549897	9.787884607	9.79375448	8.327431385	8.004433975	10.07493085	10.12725925	9.942832626	8.266557003	7.775531272	8.088162803
BRAP	9.337476956	9.221321274	9.252350843	6.580635447	6.824347812	9.209736028	9.527087934	9.253502426	6.982582947	6.908128378	6.817917394
BRAT1	7.796824844	7.697794666	7.624071643	8.154362449	8.192711998	7.819585165	7.503404394	7.791254072	8.33948483	8.235171776	8.26071258
BRCA1	6.244015548	5.939252441	6.087218835	6.91242233	6.940777534	6.055547086	6.196675888	6.255967079	6.511981886	6.395953923	6.766104817
BRCA2	5.97512343	6.34741054	6.259624642	6.317468692	6.442173853	6.33940644	6.453706875	5.922428604	6.404685176	6.301810764	6.50913208
BRCC3	7.80939515	8.029298271	7.956021793	6.333090931	6.426284885	6.643229924	6.726912938	6.734682527	6.529168151	6.196199812	5.457630405
BRD1	8.517496176	8.487361735	8.434765819	7.917384015	7.805208606	9.256229922	8.904300438	9.227834918	8.377410107	8.209414373	7.905904417
BRD2	9.814054564	9.90799229	9.7165275	7.669275397	7.750659177	9.675818745	9.37406529	9.643825414	7.851513326	7.875760113	7.521642084
BRD3	8.407331505	8.492021401	8.367384171	8.565452473	8.943373416	8.305487232	8.18048108	8.275533245	8.904887466	8.991124979	8.753397284
BRD4	9.236456742	9.285376787	9.212642289	8.262259313	8.497488623	9.205108998	8.898187186	9.401222996	8.526909982	8.530070742	8.409123588
BRD7	9.055233622	8.578338723	8.69042408	7.408236318	7.191927779	8.641993912	8.817760742	8.43115909	7.138527801	7.099074238	7.117996265
BRD7P2	8.073579264	7.600002078	7.69930176	7.742450919	7.482904738	7.93891501	8.354306692	8.005787334	6.980002444	7.344411319	7.093211545
BRD7P3	4.889468893	4.878184656	4.842449871	5.006898101	5.076447609	4.816803225	5.066449429	4.859087246	5.107196753	4.91013475	5.178906913
BRD8	6.684594351	6.841985695	6.873357979	6.987605102	6.72896807	7.10769833	6.931363946	7.183069605	6.981761341	6.771132878	7.200221838
BRD9	8.034930986	7.950293432	8.072545318	7.433001151	6.924135525	8.196449673	8.051508055	8.488298087	7.474257561	7.290138682	7.077157529
BRDT	5.156687845	5.168164641	5.046569636	6.510419225	6.233694446	5.067402091	5.32713044	5.150584046	6.027196082	6.112629247	6.212686057
BRE	9.46830024	9.424582027	9.483279704	8.274093896	8.406260288	9.458582966	9.651469725	9.705955446	8.434173665	8.278649238	8.453797399
BREA2	6.392090696	6.47268759	6.444544496	7.581607342	7.635884959	6.761910199	6.36922043	6.561000714	7.686479517	7.799417627	7.806936222
BRF1	8.011948423	8.090297708	7.972187163	7.98601266	7.977010824	8.132602546	7.963306493	8.12143509	7.999052921	8.119439184	8.221828758
BRF2	7.551185298	7.44145858	7.482840218	7.45705249	7.617460119	7.31162118	7.321576395	7.256463467	7.649169937	7.175404837	7.713420885
BRI3	10.42775281	10.24685933	10.37842492	9.571069998	9.721082095	10.05933094	10.27442475	10.49983592	10.32749651	10.18374702	9.771689188
BRI3BP	8.331517129	8.473454118	8.342412517	7.171497083	7.397229671	7.472471525	7.872416326	7.532877968	7.308493759	7.250999459	7.308366336
BRICD5	8.168977922	8.121476534	8.180157809	8.969222455	8.938629838	8.342732511	8.105699028	8.39254068	9.153344289	9.249855355	9.080492452
BRINP1	5.715039468	5.707800847	5.674994445	6.488044167	6.873136469	5.752288311	5.650049352	5.685186096	6.593927388	6.612023638	6.578680635
BRINP2	6.019979842	6.124696207	6.068038741	7.324405598	7.419555745	6.303784401	5.994543521	6.189777127	7.205656425	7.474427931	7.374665673
BRINP3	5.114925003	5.347973861	5.246981859	6.621868725	6.054588039	5.365528076	5.329615177	5.464900203	5.979462924	5.931879216	6.024399472
BRIP1	5.590086979	5.403182494	5.624598088	5.780543704	5.61745718	5.570040869	5.813085965	5.401336929	5.64479652	5.613879319	5.787346264
BRIX1	8.457959483	8.276259361	8.091509437	6.184875343	6.361910447	8.035255492	8.065464605	8.02483493	6.182636686	6.302500016	6.292998873
BRK1	8.585626815	8.619595291	8.487227637	7.401236555	7.338134069	7.694644193	8.320784328	8.025644852	7.254037899	7.034314898	7.255904864
BRMS1	8.026860908	8.00320868	7.84024291	7.494063534	7.332439417	7.695715489	7.691380619	7.806614063	7.358044548	7.298585006	7.413898673
BRMS1L	5.099530865	5.199260087	5.232369119	5.300903448	5.257878087	5.091475586	5.248603144	5.00553922	5.174410414	5.126824219	5.472991327
BROX	10.20050632	10.07923142	9.945255074	7.640765514	7.136950111	9.293519929	9.880507993	9.499389493	7.527117265	7.336185181	7.147825634
BRPF1	9.468228953	9.255649433	9.173834513	7.466643433	6.959746975	8.639847146	8.477568053	8.612326694	7.757169963	7.46926736	7.046141782
BRPF3	8.15855415	8.174925683	8.097004982	6.845151291	7.048824689	7.671378301	7.284153192	7.59748648	7.618106481	7.166725486	7.094647787
BRS3	5.160303072	5.071509558	5.102015578	6.691743519	6.554826723	5.35247959	5.177654735	5.289900845	6.219408627	6.377227886	6.31191539
BRSK1	7.221654784	7.331606698	7.284791719	8.056957375	8.128948067	7.361803444	6.937956372	7.239665352	8.161207481	8.190219764	8.085653034
BRSK2	6.690207549	6.741952297	6.762946714	7.268602818	7.371349761	6.914361212	6.573026051	6.883132016	7.656138799	7.543897951	7.509070306
BRWD1	8.615545041	8.58911179	8.579199009	6.837640547	6.612221258	8.751731497	9.001695297	8.692287698	6.708987285	6.534274865	6.967099423
BRWD3	9.225441238	9.167302726	8.926702205	7.040519876	7.188875625	8.864597842	9.27242917	8.944849663	6.937309078	6.807483728	6.491963699
BSCL2	7.472585248	7.734133782	7.509616675	7.61540894	7.718354776	7.223345316	7.042677165	7.378286185	7.467866353	7.847928026	7.677656225
BSDC1	8.441807133	8.308498309	8.447062557	7.491035337	7.633031537	8.257571704	7.976231872	8.191153005	7.560913617	7.480127762	7.280297526
BSG	10.24224522	10.34100726	10.20119275	9.428667943	8.8710181	9.582986835	9.456266105	9.720994914	9.26613765	8.811544885	9.132510012
BSN	6.322770022	6.372778017	6.475144886	6.869698707	7.127303106	6.665080047	6.182992166	6.478030188	7.222650022	7.340126048	7.187757851
BSND	6.097284215	5.994228964	6.2467216	7.297631643	7.373117455	6.467403396	6.044540567	6.270702728	6.871646546	7.266243086	7.270697122
BSPH1	4.577295882	4.645298164	4.834867934	5.458651041	5.717174648	4.645886076	4.587226956	4.50498261	5.261970778	5.491907597	5.534936245
BSPRY	7.373474214	7.301770532	7.409526713	8.289986582	8.328508884	7.529040056	7.187213489	7.252088239	8.249862464	8.323284492	8.408380696
BST1	9.796597754	9.747734805	9.605072024	8.473413529	8.231374804	9.22166445	10.20576882	9.910461352	8.388103414	8.36885127	8.15640673
BST2	8.435124329	8.654277995	8.690727867	6.799501814	6.7070968	8.039089031	8.117243091	7.599652539	7.251842152	7.092112276	6.516365059
BSX	7.154656113	7.190209885	7.227201967	8.190604984	8.179406547	7.371105771	7.039741585	7.258566034	8.16313137	8.428703531	8.089111451
BTAF1	9.616545168	9.592606532	9.591957988	7.472341545	7.076302548	9.80390992	10.14312807	9.848813827	7.461381218	7.461839565	7.315919398
BTBD1	9.408756435	9.186928854	9.223229457	7.357859864	6.741830985	9.020485533	9.186970934	9.076623225	7.376411946	7.157357042	6.850986897
BTBD10	8.709011417	8.763341855	8.364598695	8.104195109	7.871369324	8.756099258	9.203993951	9.015565587	8.034650422	8.179590667	7.876326621
BTBD11	5.952877019	5.860872351	6.114114212	5.638220711	5.718129908	5.997734481	5.906179133	5.76433591	5.712268252	5.719193384	5.72703532
BTBD16	6.127917994	6.252597317	6.145302469	7.220861967	7.278245004	6.426575069	6.119177697	6.151761422	6.91320059	7.279879828	7.522965937
BTBD2	9.946245436	10.05686799	9.980896437	8.535434803	8.750807461	9.102789337	8.958506316	9.382853111	8.905862309	8.955934641	8.724779857
